REGIAO,UF,MUNICIPIO,REVENDA,CNPJ,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,PRODUTO,DT_COLETA,VL_VENDA,VL_COMPRA,UN_MEDIDA,BANDEIRA
N,AM,MANAUS,EDGAR FERNANDES DOS SANTOS, 19.065.516/0001-42,RUA CORONEL  TABORDA DE MIRANDA,23,NUCLEO 3 QUADRA 117,CIDADE NOVA,69094-270,GLP,05/07/2021,98,,R$ / 13 kg,FOGAS
N,AM,MANAUS,ATILAS ALENCAR DOS SANTOS - ME, 84.444.553/0001-23,RUA  JOSÉ PINTO CORREA,31,QUADRA J PQ SHANGRILA  4,PARQUE 10 DE NOVEMBRO,69054-754,GLP,05/07/2021,95,,R$ / 13 kg,FOGAS
NE,PB,CAMPINA GRANDE,J BATISTA RAMOS DE CARVALHO COMERCIO, 11.807.239/0006-07,RUA MANOEL DO Ó JUNIOR,241,QD 160 LT 02 E 3,CRUZEIRO,58106-175,GLP,05/07/2021,90,,R$ / 13 kg,COPAGAZ
SE,SP,SAO BERNARDO DO CAMPO,CASOTO COMERCIO DE GTAS LTDA - EPP, 24.048.692/0001-06,ESTRADA  DO MONTANHÃO,260,PARTE RES SELECTA,MONTANHÃO,09791-250,GLP,05/07/2021,89.99,,R$ / 13 kg,CONSIGAZ
N,AM,MANAUS,RAIMUNDO NONATO DOS SANTOS, 23.264.519/0001-82,RUA  DO ABIEIROS,5,,JORGE TEIXEIRA,69088-010,GLP,05/07/2021,95,,R$ / 13 kg,FOGAS
SE,SP,GUARULHOS,JOSE WELLINGTON SOARES DE MELO 35370729883, 24.251.973/0001-61,RUA   CAJUEIRO,74,,PARQUE CONTINENTAL II,07084-230,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,ARARAQUARA,ANA MARIA BARBOSA LEITE 08923458457, 25.203.444/0001-55,RUA MAURICIO GALLI,4093,,JARDIM IMPERADOR,14806-245,GLP,05/07/2021,96,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,ARARAQUARA,MARIA DO SOCORRO BARBOSA DE ANDRADE, 25.446.875/0001-42,AVENIDA   JOSÉ DOS SANTOS SEVES,791,,JARDIM ROBERTO SELMI DEI,14806-346,GLP,05/07/2021,91,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,MG,IPATINGA,EDIMAR PATRICIO BARBOSA 05982897639, 23.011.239/0001-62,AVENIDA GERASA,2286,,BETHANIA,35164-056,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
SE,SP,ITAPECERICA DA SERRA,MAXIMO GAS - DISTRIBUIDORA DE GAS E AGUA - EIRELI, 17.380.358/0001-90,AVENIDA CONSTANTINOPLA,11,,JARDIM SAO MARCOS,06871-300,GLP,05/07/2021,89.99,,R$ / 13 kg,ULTRAGAZ
SE,MG,IPATINGA,MJS GAS LTDA, 24.263.449/0001-00,AVENIDA LUIZA M. NASCIMBENE,741,,VILA CELESTE,35162-507,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
N,AM,MANAUS,R R DO N SALES - ME., 07.793.740/0002-52,RUA   CURRAIS NOVOS,35,QUADRA 435 CJ CN ET 5 NC 23,NOVO ALEIXO,69097-500,GLP,05/07/2021,90,,R$ / 13 kg,AMAZONGÁS
SE,SP,SAO BERNARDO DO CAMPO,MEBISA COMERCIO VAREJISTA DE GAS E AGUA LTDA, 26.609.383/0001-93,RUA JORGE PIRES (C MIRAMAR),48,,ASSUNCAO,09811-210,GLP,05/07/2021,87.99,,R$ / 13 kg,CONSIGAZ
SE,SP,CRUZEIRO,SUPERMERCADO VIEIRA & FILHOS LTDA, 26.571.739/0002-28,RUA SAO PAULO,242,,JARDIM SAO JOSE,12703-390,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,PARANAGUA,JEAN MARCEL NUNES CARDOSO EIRELI - ME, 21.307.916/0001-69,AVENIDA GENERAL  IVAN JEJUHY AFFONSO DA COSTA,227,,VILA SÃO VICENTE,83209-570,GLP,05/07/2021,84.99,,R$ / 13 kg,ULTRAGAZ
N,AM,MANAUS,S CHAGAS DA SILVA - ME, 26.165.213/0001-67,RUA   ELIN VIRTONEN,9,LETRA A QD F SHAGRILA II,PARQUE 10 DE NOVEMBRO,69054-694,GLP,05/07/2021,97,,R$ / 13 kg,FOGAS
SE,SP,RIBEIRAO PIRES,ALAOR TEIXEIRA DE ANCHIETA GAS - ME, 27.016.114/0001-86,AVENIDA FRANCISCO MONTEIRO,3670,,CENTRO,09400-310,GLP,05/07/2021,85,,R$ / 13 kg,COPAGAZ
N,TO,GURUPI,TV COMERCIO DE GLP LTDA-EPP, 22.087.463/0004-18,AVENIDA   BRASÍLIA,1406,QUADRA 192 LT 11,SETOR CENTRAL,77410-090,GLP,05/07/2021,110,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,RS,PORTO ALEGRE,GAS SANTERA ME, 21.897.743/0001-86,RUA   PAULINO AZURENHA,1042,,PARTENON,90680-240,GLP,05/07/2021,83.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,SAO CARLOS,SÃO CARLOS COMÉRCIO DE GÁS LTDA, 27.481.832/0001-23,RUA ITALO PAINO,333,,PARQUE INDUSTRIAL,13564-610,GLP,05/07/2021,98,,R$ / 13 kg,ULTRAGAZ
SE,MG,UBERLANDIA,COLIBRI GAS E AGUA EIRELI, 26.682.050/0001-90,AVENIDA ITAIPU,500,,GRANADA,38410-538,GLP,05/07/2021,97,,R$ / 13 kg,LIQUIGÁS
SE,SP,CUBATAO,DISTRIBUIDORA DE GAS UNIAO DE CUBATAO EIRELI ME, 27.460.122/0001-17,RUA ARMANDO DE SALLES OLIVEIRA,507,,VILA COUTO,11500-010,GLP,05/07/2021,88,,R$ / 13 kg,CONSIGAZ
SE,SP,MAUA,LOS MANOS DISTRIBUIDORA DE GAS GLP LTDA - ME, 26.959.736/0001-85,RUA   MELCHOR BARBOSA,19,,JARDIM ZAIRA,09321-230,GLP,05/07/2021,85.99,,R$ / 13 kg,CONSIGAZ
SE,MG,IPATINGA,AM COMERCIO E VAREJO EIRELI - ME, 21.821.899/0001-83,RUA   ISRAELITA,271,,BETHÂNIA,35164-065,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
NE,BA,ILHEUS,LC COMERCIO VAREJISTA DE GAS EIRELI, 26.701.353/0001-02,AVENIDA RAYMUNDO SA BARRETO,588,,JARDIM SAVOIA,45658-250,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
N,AM,MANAUS,MINIMERCADO CORDEIRO LTDA ME, 21.877.894/0001-72,AV TIMBIRAS,92,LOJA C,CIDADE NOVA II,69090-010,GLP,05/07/2021,99,,R$ / 13 kg,FOGAS
SE,SP,EMBU DAS ARTES,DAS ARTES COMERCIO DE GAS LTDA EPP, 28.017.056/0001-78,AVENIDA ELIAS YAZBEK,2316,,EMBUEMA,06803-135,GLP,05/07/2021,91.99,,R$ / 13 kg,CONSIGAZ
NE,PE,BELO JARDIM,AVELINO & ALMEIDA DISTRIBUIDORA DE GAS LTDA, 27.443.733/0001-57,AVENIDA OSCAR PEREIRA DA SILVA,131,,SANTO ANTONIO,55152-110,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
SE,SP,CUBATAO,AUTO POSTO CIDADE CUBATAO EIRELI, 19.809.830/0001-92,AVENIDA MARTINS FONTES,649,,VILA NOVA,11520-110,GLP,05/07/2021,105,,R$ / 13 kg,ULTRAGAZ
SE,SP,VOTORANTIM,CACILDA PEREIRA DE MORAIS BARBOSA, 27.820.442/0001-30,RUA   JULIETA DOMINGUES SANTUCCI,217,,JARDIM TATIANA,18119-157,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,MG,BELO HORIZONTE,COMERCIAL DE GAS ALVES LTDA, 27.664.240/0001-47,AVENIDA SARAMENHA,427,,FLORAMAR,31840-220,GLP,05/07/2021,95,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,AM,ITACOATIARA,MARENILDA DE SOUZA MACEDO, 12.985.627/0002-09,RUA FRANCISCO FIUZA LIMA,3453,,SAO FRANCISCO,69101-460,GLP,05/07/2021,99,,R$ / 13 kg,FOGAS
NE,BA,SALVADOR,F. L. O. S COMERCIO DE GAS LTDA ME, 28.113.313/0001-75,RUA   14 DE JULHO,255,,COUTOS,40760-620,GLP,05/07/2021,78,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,HORTOLANDIA,RODRIGO AUGUSTO NOGUEIRA, 27.905.023/0001-00,AVENIDA SÃO  FRANCISCO DE ASSIS,1670,,VILA REAL,13183-090,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
SE,SP,PRAIA GRANDE,K G SANCHES COMERCIO DE GAS, 26.797.934/0001-90,AV DO TRABALHADOR,459,,SITIO DO CAMPO,11711-125,GLP,05/07/2021,87.99,,R$ / 13 kg,CONSIGAZ
SE,SP,GUARULHOS,RIZZO CONTINENTAL I COMERCIO DE GAS LTDA, 27.012.776/0001-88,RUA JOAO ROBERTO MIRANDA,98,,PARQUE CONTINENTAL I,07077-230,GLP,05/07/2021,89.99,,R$ / 13 kg,CONSIGAZ
NE,PI,TERESINA,LEONARDO CARVALHO SILVA ME, 28.298.574/0001-07,RUA   ORGMAR MONTEIRO,3580,,TRÊS ANDARES,64016-620,GLP,05/07/2021,90,,R$ / 13 kg,LIQUIGÁS
SE,MG,LEOPOLDINA,GAS APOLLO EIRELI, 28.577.768/0001-41,AVENIDA DOS EXPEDICIONARIOS,196,,SAO CRISTOVAO,36702-101,GLP,05/07/2021,90,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,BRAGANCA PAULISTA,CICERO FELIX CAETANO, 17.312.191/0001-20,RUA ADVOGADO  ZEFERINO VASCONCELLOS,333,FUNDOS,LAVAPÉS,12903-010,GLP,05/07/2021,95,,R$ / 13 kg,ULTRAGAZ
SE,MG,BELO HORIZONTE,VITORINO GAS LTDA, 27.480.787/0001-92,AVENIDA GASTAO DEMETRIO MAIA,75,,JARDIM GUANABARA,31742-096,GLP,05/07/2021,100,,R$ / 13 kg,ULTRAGAZ
SE,SP,SOROCABA,ATHEMA AGUA E GAS LTDA - ME, 23.984.961/0001-83,RUA   ISIDRO SANCHES,492,,CAJURU DO SUL,18105-100,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
SE,MG,UBERLANDIA,SALATIEL BRAZ MIRA COMERCIO DE GAS, 24.179.587/0001-06,RUA   AMADOR CAETANO DE FARIA,223,,PARQUE GRANADA,38410-126,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,SOROCABA,PARK COMERCIO DE GAS LTDA, 05.875.485/0004-23,RUA   JOSÉ LUIZ FLAQUER,263,,ÉDEN,18103-060,GLP,05/07/2021,84.99,,R$ / 13 kg,CONSIGAZ
NE,SE,ARACAJU,R & A REVENDEDORA DE GÁS LTDA, 28.441.884/0001-39,RUA   JOSÉ RAMOS FIGUEIREDO,100,,LUZIA,49048-080,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,MAUA,DON MAUA COMERCIO VAREJISTA DE GLP LTDA, 28.539.394/0001-70,AVENIDA PRESIDENTECASTELO BRANCO,1269,,JARDIM ZAIRA,09320-795,GLP,05/07/2021,85.99,,R$ / 13 kg,BRANCA
CO,GO,ANAPOLIS,PAULO RICARDO SANTOS - COMERCIO DE GAS, 12.468.060/0001-12,RUA PP 9,SN,QUADRA 14                  LOTE 19,PARQUE DOS PIRINEUS,75071-705,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,ARARAS,ISAC CARVALHO DA SILVA, 28.709.185/0001-27,AV LORETO,939,,JARDIM FLORENCA,13607-657,GLP,05/07/2021,92.7,,R$ / 13 kg,CONSIGAZ
SE,SP,ARARAQUARA,REGINALDO GONÇALVES JUNIOR ME, 27.476.682/0001-60,AVENIDA   JOSÉ CEZARINI,18,,JARDIM ÁRTICO,14800-510,GLP,05/07/2021,100,,R$ / 13 kg,ULTRAGAZ
N,AM,MANAUS,D F SAMPAIO COMERCIO - ME, 28.549.499/0001-00,RUA   LUIZ DE FREITAS RIBEIRO,12,QUADRA136 CJ CN ET 2 NC 5,CIDADE NOVA,69095-250,GLP,05/07/2021,90,,R$ / 13 kg,AMAZONGÁS
N,AM,ITACOATIARA,DIEGLISON KANNDELLY GAMA REGO ME, 23.893.481/0001-07,RUA ANTONIO  DA FEIRA,655,,SÃO CRISTÓVÃO,69100-000,GLP,05/07/2021,102,,R$ / 13 kg,FOGAS
SE,SP,CAMPINAS,BNO COMERCIO VAREJISTA DE GAS EIRELI, 27.712.296/0001-20,RUA SILVIO RIZZARDO,115,,JARDIM ANCHIETA,13060-871,GLP,05/07/2021,84.99,,R$ / 13 kg,LIQUIGÁS
SE,SP,PIRASSUNUNGA,J C DE OLIVEIRA PEREIRA & CIO LTDA EPP, 27.027.144/0001-98,RUA JOAQUIM CONCEICAO,408,,CENTRO,13631-085,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
S,RS,PORTO ALEGRE,ILSON JOEL SURIZ DA SILVA ME, 27.732.238/0001-68,RUA BARAO DO AMAZONAS,3235,,PARTENON,90660-001,GLP,05/07/2021,86,,R$ / 13 kg,ULTRAGAZ
N,AM,MANAUS,ELANE DE OLIVEIRA GOUVEIA - EPP, 17.818.845/0001-91,RUA MARIA DAS DORES DE LIMA,50,QD. 12 - CONJ. RENATO SOUZA PINTO II,CIDADE NOVA,69095-730,GLP,05/07/2021,94,,R$ / 13 kg,FOGAS
S,RS,SAO GABRIEL,ANDRESSA PRATES DOS SANTOS - ME, 28.719.809/0001-97,R PARANA,671,,INDEPENDENCIA,97300-000,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
SE,RJ,PETROPOLIS,RONDON REVENDEDORA DE GLP LTDA, 29.309.652/0001-94,RUA GENERAL RONDON,1004,1004 A,QUITANDINHA,25650-028,GLP,05/07/2021,80,,R$ / 13 kg,ULTRAGAZ
N,PA,MARABA,NACIONAL GAS BUTANO DISTRIBUIDORA LTDA, 06.980.064/0167-71,AVENIDA   TRANSAMAZÔNICA,1,KM 2 SL 1 ESTRADA DO SORORO,CIDADE NOVA,68501-660,GLP,05/07/2021,104,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,COTIA,ADAILSON MOURA DE ANDRADE, 16.436.976/0001-41,AVENIDA LYONS,552,A,JD. LEONOR,06700-220,GLP,05/07/2021,84.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,SANTO ANDRE,PRINCIPE DE GALES GAS E ACESSORIOS LTDA - EPP, 28.057.361/0001-93,AVENIDA PRÍNCIPE DE GALES,603,,VILA PRÍNCIPE DE GALES,09060-650,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
N,AM,MANAUS,A. PINTO DOS SANTOS, 27.912.495/0001-81,RUA   GUAPIRAMA,19,"QUADRA18 LT ETAPA I	",CIDADE NOVA,69090-050,GLP,05/07/2021,88,,R$ / 13 kg,FOGAS
SE,MG,BELO HORIZONTE,JOSE VALDECI LOPES 02369507624, 28.038.166/0001-16,RUA NELSON HUNGRIA,257,,TUPI A,31842-330,GLP,05/07/2021,100,,R$ / 13 kg,BRANCA
SE,MG,IPATINGA,PETTERSON AUGUSTO NUNES SILVEIRA, 28.737.142/0001-55,RUA AVITE,20,,CANAA,35164-508,GLP,05/07/2021,95,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,MAUA,ULTRAPARK COMERCIO DE GAS EIRELI - ME, 26.193.439/0001-71,AVENIDA ITAPARK,4893,,JARDIM ITAPARK,09350-000,GLP,05/07/2021,92,,R$ / 13 kg,ULTRAGAZ
SE,MG,SAO SEBASTIAO DO PARAISO,MERCADO 5 ESTRELA LTDA, 03.518.710/0001-04,AV MONSENHOR MANCINI,805,,VILA DALVA,37950-000,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
SE,SP,SOROCABA,ATLANTICO COMERCIO DE GAS E TRANSPORTE LTDA, 62.743.711/0007-07,RUA   ANTÔNIO SILVA SALADINO,1186,,PARQUE VITÓRIA RÉGIA,18078-344,GLP,05/07/2021,84.99,,R$ / 13 kg,BRANCA
NE,BA,ITABUNA,JOSE GABRIEL FERREIRA DO NASCIMENTO, 23.901.371/0001-40,TRAVESSA SANTO ANDRÉ,55,TÉRREO,NOSSA SENHORA DA CONCEIÇÃO,45605-210,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
SE,MG,SAO SEBASTIAO DO PARAISO,JOAO HENIO SOUZA BARROS 06657527683, 11.566.956/0001-71,AVENIDA MONSENHOR MANCINI,1323,,VILA DALVA,37950-000,GLP,05/07/2021,85,,R$ / 13 kg,ULTRAGAZ
N,AM,MANAUS,LUIS ANDRE DE SOUZA ALBUQUERQUE 74876392234 - ME, 22.766.697/0001-49,TV CACERES (NUCLEO 11),4,"QUADRA 293, CONJ CN E2, LOTE NC 11	",CIDADE NOVA,69096-470,GLP,05/07/2021,90,,R$ / 13 kg,AMAZONGÁS
SE,MG,JOAO PINHEIRO,SUPERMERCADO LIDER COUTO LTDA, 03.407.691/0007-26,RUA ADELMO XAVIER,51,,ALVORADA,38770-000,GLP,05/07/2021,94.9,,R$ / 13 kg,LIQUIGÁS
SE,MG,UBA,JOAO BATISTA FLAVIO 03059140650, 18.758.761/0001-72,AVENIDA JUSCELINO KUBITSCHECK,269,,SANTANA,36506-062,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,BOTUCATU,ZILO COMERCIO DE GAS LTDA, 06.124.988/0007-72,RUA JOAO PASSOS,1322,,CENTRO,18600-040,GLP,05/07/2021,80,,R$ / 13 kg,ULTRAGAZ
S,PR,LONDRINA,ISABELLY CAROLINI JORGE COMERCIO DE GAS, 30.015.063/0001-82,RUA NILO PECANHA,90,,HEDY,86062-650,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,RIBEIRAO PIRES,LEONILDO SOUZA COSTA COMERCIO DE GAS, 28.075.479/0001-44,RUA FRANCISCO TOMETICH,856,,PONTE SECA,09412-190,GLP,05/07/2021,90,,R$ / 13 kg,COPAGAZ
SE,MG,UBERLANDIA,D.C.P. DE SOUZA COM DE GAS, 30.363.842/0001-79,RUA JOSE LELIS FRANCA,1726,LOTE  30 QUADRA 188,SANTA MONICA,38408-234,GLP,05/07/2021,95,,R$ / 13 kg,ULTRAGAZ
S,PR,FOZ DO IGUACU,PEDRO JOSE DE SOUZA - GAS, 28.749.741/0001-99,RUA BOLIVIA,309,,JARDIM AMERICA,85864-130,GLP,05/07/2021,105,,R$ / 13 kg,ULTRAGAZ
SE,SP,OURINHOS,B. V. FUKAGAWA COMERCIO DE GAS E BEBIDAS LTDA, 11.036.091/0003-01,AVENIDA DOMINGOS CAMERLINGO CALO,2662,,LOTEAMENTO DOMINGOS GARCIA,19905-136,GLP,05/07/2021,84,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,SAO JOSE DO RIO PRETO,MANOEL JERONIMO DOS SANTOS 34918913881, 24.020.339/0001-18,RUA PRUDENTE DE MORAES,1551,,PARQUE INDUSTRIAL,15025-045,GLP,05/07/2021,89.99,,R$ / 13 kg,LIQUIGÁS
SE,SP,ARARAQUARA,WELINGTON ABRANTES DA CRUZ 32695009801, 29.355.714/0001-02,AVENIDA BERCHOLINA ALVES CARVALHO CONCEICAO,802,,JARDIM ROBERTO SELMI DEI,14806-338,GLP,05/07/2021,100,,R$ / 13 kg,BRANCA
N,AM,MANAUS,ALEXSANDRO FIGUEIREDO DE ALMEIDA 77657586249, 29.810.687/0001-02,RUA CAMBUCI,17,QUADRA 301,CIDADE NOVA,69097-420,GLP,05/07/2021,92,,R$ / 13 kg,AMAZONGÁS
NE,RN,MOSSORO,F G SOARES, 18.351.433/0001-57,RUA FRANCISCO NUNES DE AMORIM NETO,1050,ANEXO A,PLANALTO TREZE DE MAIO,59631-460,GLP,05/07/2021,90,,R$ / 13 kg,LIQUIGÁS
NE,MA,IMPERATRIZ,ERICK MATHEUS BANDEIRA DA SILVA 61897552327, 29.911.522/0001-27,RUA H,126,,NOVO HORIZONTE,65905-447,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,GUARULHOS,JOAO ARAUJO BASTOS 60651989868, 28.266.606/0001-92,AVENIDA SAO PAULO,18,,CIDADE BRASIL,07052-160,GLP,05/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,MG,UNAI,FLASH GAS E BEBIDAS EIRELI, 30.597.317/0001-18,RUA DO CURIO,325,,AGUA BRANCA,38610-000,GLP,05/07/2021,110,,R$ / 13 kg,BRANCA
S,SC,BLUMENAU,JOSE ROBERTO SCHROEDER, 08.610.102/0003-00,RUA GUSTAVO ZIMMERMANN,2565,,ITOUPAVA CENTRAL,89062-100,GLP,05/07/2021,105,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,BA,ITABUNA,MANOEL HENRIQUE SICUPIRA JUNIOR, 28.496.970/0002-20,RUA DO CAMPINHO,27,TERREO,NOSSA SENHORA DA CONCEICAO,45605-194,GLP,05/07/2021,79,,R$ / 13 kg,LIQUIGÁS
SE,SP,SAO JOSE DO RIO PRETO,CARLOS ROBERTO ROZATTI 28422478846, 31.388.568/0001-55,RUA OSWALDO CRUZ,1184,ANEXO 01,VILA MOREIRA,15030-400,GLP,05/07/2021,90,,R$ / 13 kg,LIQUIGÁS
S,RS,PELOTAS,E.L.M. DISTRIBUIDORA DE GAS LTDA., 29.254.788/0001-44,RUA VISCONDE DE ABAETE,345,,SAO GONCALO,96075-230,GLP,05/07/2021,80,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,TATUI,AGUIGAS COMERCIAL  EIRELI, 29.159.446/0001-45,RUA JOSE ORSI,351,,VILA ANGELICA,18280-200,GLP,05/07/2021,89.99,,R$ / 13 kg,BRANCA
S,RS,SANTA ROSA,RAFAEL RODRIGO LANIUS 02758527090, 31.013.719/0001-90,RUA JOAO PEDRO TIMM,507,,SULINA,98796-288,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,MG,UBERLANDIA,M DOS REIS LEONEL, 30.827.394/0001-17,AVENIDA ITAIPU,767,,GRANADA,38410-538,GLP,05/07/2021,95,,R$ / 13 kg,LIQUIGÁS
NE,PI,TERESINA,AGILIZE GAS EIRELI, 31.170.800/0001-84,RUA MANOEL DA PAZ,849,ANEXO B,VERMELHA,64019-280,GLP,05/07/2021,90,,R$ / 13 kg,BAHIANA
CO,MT,VARZEA GRANDE,ENERGAS DISTRIBUIDORA EIRELI, 30.896.214/0001-59,AVENIDA PRESIDENTE ARTHUR BERNARDES,10,QUADRA27,CENTRO-SUL,78125-100,GLP,05/07/2021,115,,R$ / 13 kg,COPAGAZ
SE,SP,SAO VICENTE,W.L. DA SILVA - REVENDA DE GLP, 31.652.011/0001-80,AVENIDA DOUTOR AUGUSTO SEVERO,275,,PARQUE SAO VICENTE,11360-300,GLP,05/07/2021,83.99,,R$ / 13 kg,LIQUIGÁS
SE,SP,GARCA,COMERCIO DE GAS E AGUA RANIEL EIRELI, 31.856.689/0001-84,AVENIDA DR LABIENO COSTA MACHADO,2153,,PQ SANTA MARIA,17400-000,GLP,05/07/2021,79.9,,R$ / 13 kg,ULTRAGAZ
SE,SP,SANTO ANDRE,LAURO MULLER COMERCIO DE GAS LTDA, 27.839.557/0001-77,RUA LAURO MULLER (VL S CABRAL),886,,VILA PALMARES,09061-260,GLP,05/07/2021,89.99,,R$ / 13 kg,ULTRAGAZ
NE,BA,SALVADOR,VILASBOAS COMERCIO DE GAS DE COZINHA EIRELI, 32.198.488/0001-08,RUA FOGO MORTO,266,TERREO,COUTOS,40760-390,GLP,05/07/2021,77,,R$ / 13 kg,NGC DISTRIBUIDORA
SE,MG,IPATINGA,CARVALHO E GARDINGO LTDA, 71.118.939/0002-84,AVENIDA CARLOS CHAGAS,990,,CIDADE NOBRE,35162-359,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,SAO JOSE DO RIO PRETO,INTERIOR COMERCIO DE GAS LTDA, 31.625.427/0001-09,AVENIDA ALFREDO TEODORO DE OLIVEIRA,3095,,JARDIM DAS OLIVEIRAS,15047-000,GLP,05/07/2021,86,,R$ / 13 kg,CONSIGAZ
SE,SP,TABOAO DA SERRA,EDUARDO PEREIRA DE SOUSA, 05.815.841/0001-70,RUA MANOEL LEITE DA CUNHA,414,,PARQUE SAO JOAQUIM,06773-090,GLP,05/07/2021,86,,R$ / 13 kg,COPAGAZ
N,AM,MANAUS,R B VIEIRA COMERCIO, 30.862.913/0001-88,RUA CURRAIS NOVOS,70,,NOVO ALEIXO,69097-500,GLP,05/07/2021,98,,R$ / 13 kg,FOGAS
NE,BA,EUNAPOLIS,CLERISVALDO DE OLIVEIRA COSTA, 04.156.719/0002-58,AVENIDA IPIRANGA,635,,SANTA LUCIA,45822-180,GLP,05/07/2021,79,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,GURUPI,LUCAS L DE ANDRADE EIRELI, 32.182.428/0001-99,RUA S-005,135,QUADRA23                  LOTE  01,PARQUE SOL NASCENTE,77425-050,GLP,05/07/2021,100,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,SANTO ANDRE,VELAS GAS COMERCIAL LTDA, 31.737.065/0001-48,RUA GENERAL CANAVARRO,183,,CAMPESTRE,09070-440,GLP,05/07/2021,89.99,,R$ / 13 kg,LIQUIGÁS
SE,SP,MAUA,A&S COMERCIO VAREJISTA DE GLP LTDA, 32.179.534/0001-13,AVENIDA ITAPARK,4402,,JARDIM ITAPARK,09350-000,GLP,05/07/2021,85.99,,R$ / 13 kg,BRANCA
N,AM,MANAUS,JEFERSON TAVARES DE OLIVEIRA, 22.089.053/0001-63,RUA CAETANA CANTISANI (NUCLEO 12),32,QUADRA 216,CIDADE NOVA,69096-450,GLP,05/07/2021,92,,R$ / 13 kg,AMAZONGÁS
SE,SP,CUBATAO,DNC 2018 DISTRIBUIDORA DE GAS E PRODUTOS ALIMENTICIOS LTDA, 31.901.928/0001-70,PRACA FRANCISCO DA SILVA CARDOSO,140,,VILA NOVA,11515-180,GLP,05/07/2021,88,,R$ / 13 kg,CONSIGAZ
SE,MG,MANHUACU,LUCAS FERNANDES RAPOSO, 31.467.344/0001-39,RUA JOAQUIM GONCALVES DUTRA,390,GALPAOLETRA A,SAO PEDRO DO AVAI,36900-000,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
NE,BA,ILHEUS,DISTRIBUIDORA O CORUJAO LTDA, 30.073.462/0001-08,RUA OSMUNDO MARQUES,377,B,SAO FRANCISCO,45655-076,GLP,05/07/2021,86,,R$ / 13 kg,LIQUIGÁS
SE,SP,PIRASSUNUNGA,FENIX GAS E AGUA LTDA, 17.691.782/0003-17,AVENIDA JOAQUIM CRISTOVAO,68,,VILA SANTA TEREZINHA,13636-110,GLP,05/07/2021,79,,R$ / 13 kg,BRANCA
S,RS,PORTO ALEGRE,ADROIL DE CASTRO BARBOSA JUNIOR, 32.729.293/0001-39,RUA ERNESTO ARAUJO,145,,VILA SAO JOSE,91520-001,GLP,05/07/2021,97.9,,R$ / 13 kg,LIQUIGÁS
NE,BA,GUANAMBI,FLORISVALDO ALEXANDRINO DOS SANTOS, 32.169.780/0001-94,AVENIDA PRISCO VIANA,1941,,LOTEAMENTO NOSSA SENHORA APARECIDA,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
